purchase_order_id,supplier_id,product_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,purchase_order_status,unit_cost
27794,107,469,2018-11-20,2018-12-20,2018-12-20,2864,Delayed,33.56
27795,239,1650,2022-04-17,2022-05-22,NULL,211,Pending,68.23
27796,119,1477,2020-07-01,2020-07-19,2020-07-24,281,Received,11.69
27797,129,1381,2018-12-19,2019-01-05,2019-01-14,1095,Received,45.48
27798,94,530,2023-08-29,2023-10-13,2023-10-19,961,Received,83.8
27799,65,942,2025-07-04,2025-07-29,NULL,913,Ordered,135.61
27800,13,883,2016-08-16,2016-09-14,2016-09-22,934,Delayed,47.22
27801,160,1389,2016-07-30,2016-08-22,2016-08-28,687,Received,96.77
27802,161,1185,2018-11-29,2019-01-08,2019-01-13,2215,Received,37.24
27803,17,1570,2022-05-31,2022-06-28,2022-06-27,401,Received,96.3
27804,212,118,2022-09-11,2022-10-09,2022-10-19,1096,Received,39.98
27805,182,1138,2026-05-05,2026-05-22,NULL,394,Pending,201.73
27806,107,1745,2025-01-13,2025-02-05,2025-02-10,482,Received,26.49
27807,224,1382,2025-12-19,2026-01-25,2026-01-23,617,Received,18.58
27808,13,529,2023-01-28,2023-03-09,NULL,948,Ordered,35.07
27809,214,790,2019-07-06,2019-07-25,2019-07-31,766,Received,68.52
27810,155,715,2019-04-22,2019-06-03,NULL,552,Pending,63.08
27811,205,92,2021-03-01,2021-03-31,2021-04-04,322,Received,27.35
27812,209,798,2025-07-19,2025-08-23,2025-08-21,561,Received,111.38
27813,48,1109,2023-02-18,2023-03-28,NULL,840,Pending,96.05
27814,9,1100,2025-03-27,2025-04-15,2025-04-17,643,Received,55.72
27815,30,1805,2019-08-21,2019-09-13,NULL,2417,Ordered,35.89
27816,31,1151,2017-08-22,2017-09-15,2017-09-15,1173,Received,40.01
27817,224,1382,2026-03-03,2026-03-24,2026-03-25,2249,Received,19.65
27818,197,1468,2021-01-21,2021-02-08,2021-02-18,938,Received,112.19
27819,8,1968,2022-05-10,2022-06-07,2022-06-07,1212,Received,27.62
27820,206,1018,2024-10-27,2024-11-30,NULL,601,Ordered,36.45
27821,37,111,2023-12-24,2024-01-30,2024-02-02,682,Received,69.25
27822,166,1280,2017-11-22,2018-01-01,2018-01-06,559,Received,51.05
27823,49,306,2022-12-10,2023-01-01,2023-01-05,687,Received,17.45
27824,14,161,2025-10-20,2025-11-22,2025-11-30,207,Received,38.96
27825,17,1208,2019-05-22,2019-06-09,NULL,109,Ordered,27.27
27826,228,1169,2018-11-11,2018-12-07,2018-12-13,433,Delayed,84.01
27827,241,1105,2024-03-23,2024-04-25,2024-04-23,1149,Received,200.04
27828,17,27,2024-11-04,2024-11-20,2024-11-21,168,Received,20.37
27829,13,1019,2026-06-23,2026-08-03,2026-08-13,408,Received,24.72
27830,187,1920,2017-08-18,2017-09-23,2017-09-30,250,Received,181.52
27831,147,1214,2020-06-13,2020-07-26,2020-07-26,105,Received,33.36
27832,243,1094,2025-11-27,2025-12-21,2025-12-19,663,Delayed,121.68
27833,177,1236,2023-11-16,2023-12-01,2023-12-02,705,Received,33.29
27834,133,69,2019-01-13,2019-02-08,2019-02-15,403,Received,46.14
27835,192,978,2022-05-03,2022-06-09,NULL,1194,Ordered,216.38
27836,110,1600,2025-09-26,2025-10-22,2025-10-30,721,Received,25.11
27837,29,172,2018-08-19,2018-09-06,NULL,2773,Pending,14.37
27838,242,1499,2022-08-26,2022-10-01,2022-10-06,1805,Received,15.81
27839,206,107,2019-11-01,2019-11-28,NULL,243,Ordered,116.68
27840,97,1179,2022-10-22,2022-11-08,NULL,1498,Pending,21.32
27841,239,153,2023-08-24,2023-10-03,NULL,133,Ordered,102.7
27842,228,957,2022-03-20,2022-04-30,2022-04-29,608,Received,49.31
27843,160,1389,2017-01-29,2017-03-07,NULL,712,Ordered,96.02
27844,48,1955,2024-08-30,2024-09-25,2024-10-02,738,Received,101.39
27845,25,889,2023-07-31,2023-08-23,NULL,4007,Ordered,84.57
27846,54,1758,2022-04-06,2022-04-28,NULL,884,Ordered,92.52
27847,139,876,2020-10-30,2020-12-06,NULL,1358,Pending,176.1
27848,214,183,2021-08-08,2021-09-10,2021-09-14,466,Received,93.47
27849,241,1105,2019-09-06,2019-10-17,NULL,348,Ordered,217.39
27850,244,713,2021-08-12,2021-09-07,2021-09-15,548,Received,45.73
27851,181,1427,2018-10-08,2018-11-20,NULL,451,Pending,47.93
27852,181,1842,2023-04-05,2023-04-26,2023-05-05,1245,Received,21.11
27853,35,1932,2019-11-02,2019-11-30,NULL,131,Ordered,71.65
27854,204,1321,2023-03-14,2023-04-10,2023-04-14,940,Received,119.89
27855,122,227,2024-07-06,2024-07-28,2024-07-27,850,Received,58.18
27856,121,1165,2017-04-05,2017-05-07,2017-05-14,2684,Received,48.77
27857,102,221,2021-04-23,2021-06-02,2021-05-31,1491,Received,30.52
27858,204,712,2019-08-20,2019-09-22,2019-10-02,510,Delayed,77.36
27859,37,1779,2024-10-11,2024-11-25,2024-11-23,995,Received,14.32
27860,187,15,2026-06-14,2026-07-01,2026-07-10,217,Received,229.31
27861,218,1762,2023-04-24,2023-06-02,2023-06-08,1243,Received,38.12
27862,22,58,2021-06-05,2021-07-19,2021-07-25,1194,Received,163.21
27863,179,1143,2026-02-03,2026-03-08,2026-03-13,643,Received,28.52
27864,97,1926,2018-08-24,2018-10-07,2018-10-05,1099,Received,15.3
27865,172,1654,2026-07-02,2026-07-22,NULL,1533,Pending,59.58
27866,234,838,2023-01-23,2023-02-28,2023-03-07,1238,Received,126.35
27867,209,484,2017-07-08,2017-08-09,2017-08-10,635,Received,129.56
27868,203,785,2023-05-29,2023-06-16,2023-06-15,348,Received,70.61
27869,178,1250,2021-03-14,2021-04-24,2021-05-01,2752,Received,111.04
27870,127,325,2026-02-11,2026-03-16,NULL,1187,Pending,213.67
27871,148,1554,2017-06-24,2017-07-29,NULL,3642,Pending,100.77
27872,27,596,2025-10-02,2025-11-11,2025-11-21,127,Received,18.36
27873,244,1246,2022-11-28,2022-12-30,2022-12-28,364,Received,31.56
27874,93,1,2018-06-22,2018-07-23,NULL,277,Ordered,27.97
27875,206,1511,2023-02-12,2023-02-26,NULL,428,Pending,95.72
27876,147,218,2022-12-16,2023-01-07,2023-01-04,713,Received,21.46
27877,77,1492,2016-07-25,2016-08-31,2016-08-30,708,Received,73.77
27878,37,109,2021-08-14,2021-09-24,2021-09-28,527,Received,62.12
27879,18,1120,2018-09-20,2018-11-01,NULL,1388,Pending,171.15
27880,156,544,2022-05-18,2022-06-07,2022-06-05,2515,Received,113.2
27881,69,323,2018-01-09,2018-02-18,NULL,281,Ordered,100.96
27882,249,274,2018-07-06,2018-07-26,2018-07-24,752,Delayed,31.4
27883,133,552,2023-08-28,2023-09-15,2023-09-12,414,Received,87.58
27884,182,722,2019-10-03,2019-10-22,2019-10-27,505,Received,32.49
27885,122,1532,2016-09-03,2016-09-24,2016-09-30,244,Received,49.64
27886,143,383,2025-08-01,2025-08-17,2025-08-20,2536,Received,9.27
27887,208,806,2020-08-17,2020-09-27,2020-09-24,2303,Received,140.0
27888,116,576,2022-06-02,2022-07-07,2022-07-14,872,Delayed,115.54
27889,93,1638,2019-12-10,2020-01-17,2020-01-25,1087,Received,65.93
27890,213,1344,2026-01-29,2026-02-14,2026-02-20,2044,Received,9.71
27891,190,1298,2019-11-14,2019-12-29,2020-01-02,1433,Received,71.0
27892,147,1901,2024-03-13,2024-04-08,2024-04-16,356,Received,32.1
27893,165,430,2023-10-27,2023-12-07,NULL,2072,Ordered,47.25
27894,155,1347,2018-10-13,2018-11-03,2018-11-11,598,Received,6.74
27895,174,1144,2024-03-10,2024-04-21,2024-04-26,909,Received,57.8
27896,195,1649,2026-02-28,2026-03-31,2026-04-02,2904,Received,10.46
27897,24,359,2025-11-02,2025-12-17,2025-12-14,565,Received,178.6
27898,88,414,2023-05-17,2023-06-13,NULL,685,Ordered,25.63
27899,220,1037,2020-06-19,2020-07-03,2020-07-10,687,Received,96.36
27900,138,1822,2018-06-30,2018-08-08,2018-08-10,113,Delayed,84.64
27901,77,1492,2021-02-15,2021-03-28,2021-03-25,1273,Received,67.45
27902,166,584,2019-09-04,2019-10-14,2019-10-17,649,Received,68.24
27903,86,1964,2023-04-02,2023-05-08,2023-05-10,292,Received,95.64
27904,83,1608,2019-11-07,2019-12-05,2019-12-03,1033,Received,21.41
27905,145,1456,2017-09-23,2017-11-02,NULL,2606,Pending,14.83
27906,7,1088,2022-10-09,2022-11-10,NULL,1282,Ordered,229.81
27907,57,1192,2018-02-05,2018-03-21,NULL,2966,Ordered,5.32
27908,9,1709,2022-06-25,2022-08-01,2022-07-31,191,Received,9.6
27909,31,12,2017-01-27,2017-02-24,2017-02-23,423,Received,62.72
27910,91,649,2017-12-08,2017-12-22,2017-12-20,1443,Received,154.57
27911,207,1025,2017-10-26,2017-12-02,NULL,1718,Cancelled,143.46
27912,165,237,2019-03-21,2019-04-24,2019-05-01,786,Received,20.94
27913,210,204,2021-05-31,2021-07-01,2021-06-28,333,Received,32.65
27914,164,264,2019-06-17,2019-07-14,2019-07-17,892,Received,15.2
27915,191,1613,2024-06-17,2024-07-09,2024-07-14,2444,Delayed,59.13
27916,209,1749,2019-11-02,2019-12-03,NULL,672,Pending,110.87
27917,44,364,2016-11-14,2016-12-16,2016-12-14,4302,Received,136.67
27918,220,441,2018-12-20,2019-01-20,2019-01-23,918,Received,25.88
27919,203,357,2020-02-09,2020-02-29,2020-03-10,575,Received,76.6
27920,68,1961,2020-03-21,2020-05-01,2020-04-29,3811,Received,10.78
27921,239,1898,2023-06-28,2023-07-12,2023-07-12,935,Delayed,70.27
27922,103,53,2026-05-29,2026-07-05,2026-07-13,1466,Received,50.56
27923,21,1365,2016-12-16,2017-01-17,2017-01-22,1213,Received,89.02
27924,139,1519,2026-05-12,2026-06-14,NULL,812,Ordered,247.95
27925,206,1769,2016-11-27,2016-12-17,2016-12-26,875,Received,102.57
27926,163,521,2020-08-25,2020-09-24,2020-09-28,1075,Received,159.3
27927,196,1340,2021-03-29,2021-04-14,2021-04-18,391,Received,134.39
27928,140,591,2017-04-11,2017-05-26,NULL,2435,Pending,3.43
27929,7,1478,2020-09-20,2020-10-21,2020-10-18,1065,Received,154.44
27930,47,1599,2019-08-19,2019-09-26,2019-09-23,444,Delayed,12.88
27931,239,1337,2025-11-28,2025-12-15,2025-12-23,841,Received,61.87
27932,213,1428,2024-06-20,2024-07-18,NULL,2986,Ordered,48.2
27933,144,1735,2022-03-05,2022-04-01,2022-04-11,503,Delayed,28.29
27934,67,1923,2024-07-13,2024-08-14,2024-08-19,2220,Received,140.7
27935,204,935,2024-07-13,2024-08-10,NULL,861,Pending,61.92
27936,48,1487,2017-08-26,2017-10-02,2017-10-04,424,Received,47.56
27937,228,1169,2018-02-20,2018-03-23,2018-04-01,837,Received,89.02
27938,160,1160,2022-01-18,2022-03-02,NULL,1149,Ordered,87.94
27939,230,1890,2019-01-12,2019-02-13,2019-02-16,496,Received,12.54
27940,5,438,2023-03-02,2023-03-25,NULL,4898,Ordered,97.89
27941,221,769,2017-06-21,2017-08-05,2017-08-10,3159,Received,113.47
27942,239,1166,2022-11-21,2022-12-21,2022-12-20,884,Received,44.22
27943,7,1088,2021-04-25,2021-06-07,2021-06-08,1324,Received,217.0
27944,59,1222,2023-11-12,2023-12-13,2023-12-14,410,Received,78.29
27945,136,1234,2024-05-25,2024-07-06,2024-07-03,2876,Received,9.14
27946,31,1755,2024-12-19,2025-02-01,2025-02-05,554,Received,83.59
27947,81,4,2019-10-15,2019-11-20,2019-11-25,1218,Received,118.28
27948,47,1770,2020-11-30,2020-12-14,2020-12-23,952,Received,93.24
27949,218,721,2020-08-04,2020-09-18,2020-09-27,875,Received,170.6
27950,52,1027,2025-08-08,2025-09-03,NULL,102,Ordered,41.28
27951,139,876,2018-03-24,2018-04-26,2018-04-27,144,Received,180.95
27952,160,158,2018-01-12,2018-02-01,2018-02-06,681,Received,233.02
27953,129,1175,2026-04-29,2026-05-29,NULL,601,Ordered,23.63
27954,39,1388,2023-01-12,2023-02-01,2023-02-08,654,Received,15.11
27955,233,1505,2023-02-07,2023-03-08,2023-03-07,660,Received,36.68
27956,41,1564,2022-11-11,2022-12-12,2022-12-14,3601,Received,140.24
27957,230,1612,2020-03-09,2020-04-20,2020-04-18,1307,Received,37.55
27958,14,1661,2019-07-02,2019-08-10,NULL,450,Ordered,46.04
27959,187,1348,2020-09-24,2020-10-10,2020-10-15,408,Received,211.44
27960,187,1920,2023-06-28,2023-07-25,2023-07-27,531,Delayed,191.99
27961,68,813,2019-01-09,2019-02-18,2019-02-22,3324,Received,42.41
27962,98,195,2016-07-31,2016-09-04,NULL,340,Ordered,65.91
27963,49,1399,2019-02-08,2019-02-24,NULL,423,Ordered,62.78
27964,71,188,2020-03-27,2020-05-08,2020-05-07,1134,Received,83.58
27965,182,1494,2024-08-26,2024-09-12,2024-09-11,630,Delayed,40.91
27966,37,1028,2019-12-10,2019-12-31,NULL,1430,Pending,42.21
27967,63,739,2019-11-14,2019-12-16,2019-12-17,2931,Received,27.9
27968,175,475,2017-10-19,2017-11-30,NULL,330,Ordered,23.43
27969,59,1543,2020-08-14,2020-09-03,2020-09-11,756,Received,81.46
27970,228,16,2023-08-06,2023-08-21,2023-08-31,359,Received,62.03
27971,127,340,2020-10-29,2020-12-10,2020-12-13,179,Received,230.25
27972,52,1285,2021-07-15,2021-08-11,NULL,776,Ordered,39.09
27973,146,1404,2021-05-31,2021-07-03,2021-07-01,454,Delayed,131.13
27974,6,1533,2021-12-05,2021-12-20,NULL,2074,Ordered,14.35
27975,98,1993,2024-07-23,2024-08-21,NULL,140,Pending,82.14
27976,179,1582,2019-08-28,2019-09-13,NULL,743,Ordered,238.12
27977,130,644,2024-06-22,2024-07-22,NULL,430,Pending,184.3
27978,203,369,2018-11-10,2018-12-25,NULL,398,Ordered,87.31
27979,176,1815,2017-11-28,2018-01-06,2018-01-06,392,Received,60.28
27980,184,1353,2020-08-21,2020-10-05,2020-10-13,1972,Received,49.28
27981,137,273,2026-05-27,2026-06-25,NULL,136,Pending,72.25
27982,15,743,2022-04-22,2022-05-19,2022-05-24,415,Received,41.21
27983,224,1777,2022-07-19,2022-08-10,2022-08-16,747,Received,24.45
27984,174,719,2019-03-03,2019-03-26,2019-03-31,1196,Received,8.31
27985,229,1569,2024-10-10,2024-11-02,2024-11-12,560,Received,58.03
27986,52,367,2016-11-22,2017-01-03,NULL,198,Ordered,87.51
27987,147,218,2021-09-25,2021-11-05,2021-11-03,116,Received,20.0
27988,106,589,2023-06-26,2023-08-03,2023-08-01,285,Received,94.98
27989,1,1573,2024-10-15,2024-10-31,2024-11-01,478,Received,100.75
27990,228,563,2020-07-17,2020-08-09,2020-08-14,728,Received,61.39
27991,170,745,2020-04-23,2020-05-07,NULL,945,Pending,15.76
27992,136,1307,2023-02-23,2023-03-18,NULL,444,Pending,16.5
27993,210,1521,2024-09-26,2024-10-28,2024-11-03,442,Received,32.57
27994,48,1420,2017-12-17,2018-01-12,2018-01-15,654,Received,55.99
27995,66,1495,2026-02-20,2026-03-06,NULL,869,Cancelled,70.64
27996,1,1547,2025-06-09,2025-07-09,2025-07-11,865,Delayed,53.67
27997,228,1329,2022-03-02,2022-03-20,2022-03-29,938,Delayed,83.22
27998,111,1449,2018-05-18,2018-06-27,2018-06-25,643,Received,47.09
27999,18,1945,2023-05-25,2023-06-19,2023-06-25,692,Received,82.34
28000,165,609,2018-01-13,2018-02-14,2018-02-15,505,Received,45.61
28001,24,1417,2022-03-08,2022-04-03,NULL,191,Cancelled,142.63
28002,111,1659,2020-04-14,2020-05-04,NULL,261,Pending,101.06
28003,63,1256,2019-11-29,2019-12-24,2020-01-01,564,Delayed,35.47
28004,64,1921,2016-10-09,2016-10-28,NULL,1348,Pending,224.61
28005,68,813,2017-07-31,2017-09-06,NULL,1296,Pending,40.08
28006,196,142,2024-04-09,2024-05-02,2024-05-07,868,Received,52.51
28007,75,623,2016-11-28,2016-12-13,2016-12-19,3705,Received,153.57
28008,142,1484,2022-12-22,2023-01-05,2023-01-13,818,Received,85.44
28009,204,191,2025-09-13,2025-10-07,2025-10-12,250,Received,50.37
28010,169,1536,2016-10-10,2016-10-28,NULL,1701,Pending,8.05
28011,244,835,2023-10-02,2023-11-04,2023-11-04,306,Received,34.94
28012,215,482,2026-02-06,2026-03-02,NULL,193,Pending,15.8
28013,206,1896,2023-04-28,2023-05-26,2023-05-28,386,Received,78.83
28014,132,1919,2018-04-07,2018-05-04,2018-05-13,380,Received,87.68
28015,239,1166,2017-02-04,2017-03-19,2017-03-21,663,Received,46.04
28016,80,244,2022-05-19,2022-06-28,2022-07-06,1416,Delayed,96.65
28017,39,1007,2018-08-17,2018-09-05,2018-09-06,349,Received,50.25
28018,14,821,2019-08-20,2019-09-28,2019-09-30,567,Delayed,70.23
28019,232,354,2016-11-14,2016-12-03,2016-12-04,691,Received,204.64
28020,224,1777,2020-11-26,2020-12-27,2020-12-27,1116,Received,24.81
28021,117,1157,2021-04-18,2021-05-23,2021-06-01,2957,Received,69.44
28022,32,376,2018-03-05,2018-04-05,NULL,1283,Ordered,126.87
28023,212,118,2017-09-07,2017-10-09,2017-10-08,373,Received,41.7
28024,30,1278,2018-05-13,2018-06-20,2018-06-18,1355,Received,147.7
28025,115,184,2017-04-11,2017-04-30,2017-05-04,463,Received,25.54
28026,177,1236,2023-01-11,2023-02-09,2023-02-19,637,Received,31.26
28027,18,1120,2023-05-26,2023-06-11,NULL,144,Pending,164.6
28028,228,489,2024-02-02,2024-02-27,2024-02-26,237,Received,91.62
28029,41,1564,2024-09-19,2024-10-04,NULL,4917,Ordered,145.99
28030,37,109,2022-06-03,2022-07-07,2022-07-09,295,Delayed,61.82
28031,14,770,2022-11-22,2023-01-06,NULL,588,Ordered,39.04
28032,21,1365,2024-12-06,2025-01-01,2025-01-03,980,Received,89.18
28033,147,1339,2023-12-12,2024-01-19,2024-01-29,370,Received,66.29
28034,134,807,2018-02-11,2018-03-25,NULL,3209,Ordered,69.09
28035,147,1633,2025-09-27,2025-11-02,NULL,673,Ordered,82.11
28036,82,44,2024-05-16,2024-06-18,2024-06-22,1329,Delayed,32.04
28037,126,909,2022-08-20,2022-09-17,NULL,1474,Pending,95.18
28038,133,69,2017-08-30,2017-09-14,2017-09-16,132,Received,45.09
28039,61,674,2025-01-15,2025-02-22,NULL,788,Pending,86.71
28040,31,1971,2018-10-13,2018-11-11,NULL,490,Pending,11.4
28041,86,1885,2021-05-05,2021-06-15,2021-06-17,209,Received,85.84
28042,234,401,2018-02-19,2018-03-23,NULL,762,Pending,134.23
28043,14,770,2025-09-26,2025-10-24,NULL,666,Cancelled,38.23
28044,120,26,2016-12-16,2017-01-24,NULL,352,Pending,103.65
28045,44,1084,2017-02-04,2017-03-03,NULL,2189,Ordered,72.36
28046,116,1899,2022-02-17,2022-03-23,2022-03-25,941,Received,58.43
28047,48,222,2025-05-20,2025-06-24,2025-07-01,936,Received,78.29
28048,14,553,2021-08-25,2021-09-20,2021-09-27,898,Received,118.91
28049,232,518,2023-01-24,2023-03-10,2023-03-16,638,Received,247.05
28050,113,1085,2020-12-25,2021-02-04,2021-02-06,4145,Received,36.65
28051,86,867,2019-05-03,2019-05-21,2019-05-24,325,Received,89.19
28052,17,654,2021-01-29,2021-02-14,NULL,816,Pending,65.02
28053,194,1729,2017-01-29,2017-03-07,2017-03-14,548,Received,164.79
28054,208,348,2019-05-27,2019-06-27,2019-06-28,3435,Received,28.5
28055,223,344,2022-02-19,2022-04-01,2022-04-03,1142,Received,32.15
28056,27,1210,2021-06-13,2021-07-28,2021-07-29,534,Received,98.3
28057,147,950,2021-12-15,2022-01-07,2022-01-14,208,Received,123.68
28058,230,1612,2025-06-07,2025-06-23,2025-06-23,273,Received,35.12
28059,56,619,2024-06-07,2024-07-08,NULL,714,Ordered,86.14
28060,203,265,2025-06-12,2025-07-26,2025-07-25,651,Received,31.74
28061,13,1402,2025-11-16,2025-12-19,NULL,944,Ordered,116.06
28062,213,765,2017-02-27,2017-04-09,NULL,1378,Pending,40.14
28063,193,297,2018-06-22,2018-08-03,NULL,383,Pending,246.61
28064,122,67,2018-02-16,2018-03-28,2018-03-31,700,Received,106.36
28065,163,1736,2023-02-21,2023-03-09,2023-03-10,1471,Received,59.95
28066,12,985,2024-11-05,2024-12-20,2024-12-21,4180,Delayed,24.09
28067,88,131,2024-01-05,2024-02-01,2024-01-30,303,Received,60.45
28068,177,18,2016-10-18,2016-11-04,2016-11-12,1096,Received,134.43
28069,99,371,2017-05-01,2017-06-13,2017-06-14,356,Received,110.5
28070,48,1426,2026-07-05,2026-08-13,NULL,181,Pending,51.53
28071,9,1960,2020-10-02,2020-10-30,2020-11-03,504,Received,108.45
28072,170,1488,2022-04-23,2022-05-26,NULL,339,Pending,96.29
28073,208,1163,2017-01-25,2017-02-26,2017-03-05,2760,Delayed,86.3
28074,157,749,2019-06-14,2019-07-23,2019-07-20,2820,Received,30.9
28075,5,1824,2020-09-12,2020-10-17,2020-10-18,1466,Received,54.77
28076,34,1242,2020-09-23,2020-10-30,2020-11-08,1000,Received,56.89
28077,22,466,2021-07-28,2021-08-24,NULL,934,Ordered,48.08
28078,121,1831,2019-10-12,2019-11-23,2019-11-26,3727,Received,80.96
28079,209,1593,2023-12-12,2024-01-17,NULL,1496,Ordered,201.12
28080,1,162,2019-04-01,2019-05-07,NULL,866,Pending,39.76
28081,60,1752,2020-08-15,2020-09-07,2020-09-05,469,Received,22.53
28082,204,1321,2024-12-26,2025-01-24,2025-01-24,526,Delayed,120.13
28083,210,1967,2020-09-16,2020-10-12,NULL,933,Pending,113.29
28084,41,1564,2023-06-20,2023-07-29,2023-07-29,1282,Received,147.72
28085,188,1668,2016-09-25,2016-11-02,NULL,1114,Pending,51.2
28086,185,1839,2020-10-21,2020-11-06,NULL,731,Pending,46.9
28087,246,433,2024-11-04,2024-12-08,NULL,794,Pending,96.38
28088,55,1795,2019-03-12,2019-03-31,2019-04-02,168,Received,227.27
28089,224,1081,2018-02-04,2018-03-17,NULL,1011,Ordered,11.74
28090,215,482,2022-10-25,2022-11-13,NULL,762,Ordered,15.88
28091,48,1766,2025-09-16,2025-10-27,2025-10-28,128,Received,52.97
28092,3,933,2026-07-14,2026-08-17,2026-08-22,4634,Received,58.18
28093,39,126,2018-04-23,2018-05-13,NULL,386,Pending,91.15
28094,18,1998,2021-02-24,2021-03-27,2021-03-27,196,Received,77.6
28095,14,1188,2021-01-25,2021-02-11,2021-02-11,978,Received,74.42
28096,106,1197,2021-03-13,2021-04-09,2021-04-08,965,Received,113.35
28097,190,177,2019-01-17,2019-02-16,NULL,362,Cancelled,18.55
28098,145,97,2021-06-27,2021-07-30,2021-08-03,551,Received,3.12
28099,72,169,2025-08-08,2025-08-26,2025-08-24,1316,Received,11.75
28100,111,1659,2019-02-23,2019-03-26,2019-03-29,1137,Received,103.54
28101,155,407,2020-12-14,2021-01-24,2021-01-21,719,Received,25.12
28102,75,1001,2024-08-23,2024-09-29,NULL,869,Pending,93.31
28103,117,1157,2023-07-13,2023-08-19,2023-08-19,2801,Received,73.6
28104,233,1368,2019-04-07,2019-05-10,NULL,2880,Ordered,17.49
28105,59,1557,2019-09-20,2019-10-16,2019-10-21,533,Received,27.48
28106,188,319,2021-03-21,2021-04-12,2021-04-21,1301,Received,233.61
28107,8,1968,2024-04-17,2024-05-11,2024-05-14,268,Received,27.38
28108,244,1246,2017-01-25,2017-03-04,NULL,928,Ordered,33.04
28109,249,1861,2020-11-17,2020-12-31,2021-01-02,2151,Received,118.63
28110,1,1573,2017-12-17,2018-01-03,2018-01-06,589,Received,104.02
28111,202,1502,2022-09-08,2022-09-24,2022-09-23,814,Received,109.23
28112,196,303,2021-07-16,2021-08-01,2021-07-31,589,Received,88.04
28113,177,1236,2021-01-28,2021-02-24,2021-03-06,295,Received,32.24
28114,176,837,2025-10-02,2025-10-25,NULL,381,Pending,96.05
28115,172,1933,2021-12-30,2022-01-21,NULL,839,Pending,137.6
28116,166,1396,2018-02-02,2018-02-18,2018-02-23,1330,Received,77.46
28117,118,990,2021-10-06,2021-11-10,2021-11-20,2054,Received,97.02
28118,234,426,2024-06-30,2024-07-14,NULL,1403,Ordered,109.26
28119,199,148,2017-11-26,2017-12-28,2018-01-01,190,Received,79.21
28120,66,633,2024-07-04,2024-07-24,NULL,495,Pending,81.48
28121,106,1877,2018-01-02,2018-01-29,2018-01-30,209,Received,84.16
28122,32,1535,2020-07-20,2020-08-26,2020-09-05,1360,Received,134.12
28123,157,749,2023-09-26,2023-10-18,NULL,765,Ordered,29.59
28124,137,605,2023-08-13,2023-08-28,2023-08-25,583,Delayed,59.95
28125,181,1948,2024-02-06,2024-03-22,2024-03-27,1196,Received,74.15
28126,99,847,2019-02-10,2019-02-24,NULL,999,Pending,83.34
28127,234,730,2020-11-30,2020-12-17,NULL,1221,Ordered,131.8
28128,13,1301,2016-07-20,2016-08-09,2016-08-12,720,Received,16.24
28129,229,1569,2018-07-01,2018-08-04,2018-08-11,526,Received,57.84
28130,86,129,2021-06-19,2021-07-31,NULL,335,Pending,15.51
28131,114,1159,2022-12-29,2023-02-12,2023-02-19,888,Received,68.59
28132,74,1067,2025-12-15,2026-01-05,2026-01-03,2784,Received,33.74
28133,184,1799,2016-11-14,2016-12-03,2016-12-05,2184,Received,46.71
28134,29,1362,2020-05-30,2020-07-02,NULL,1551,Ordered,18.0
28135,24,200,2023-09-18,2023-10-23,2023-11-01,275,Received,245.63
28136,53,1046,2021-12-19,2022-01-19,2022-01-22,529,Received,16.27
28137,202,95,2016-08-23,2016-09-10,NULL,851,Pending,60.57
28138,18,46,2018-07-21,2018-09-03,2018-09-04,101,Received,251.28
28139,120,1479,2023-06-10,2023-07-09,NULL,957,Pending,14.53
28140,228,777,2026-03-06,2026-04-13,NULL,113,Pending,40.0
28141,66,1480,2020-07-21,2020-08-14,2020-08-22,970,Received,109.69
28142,13,883,2019-08-06,2019-08-27,2019-08-25,364,Received,50.46
28143,93,1638,2021-04-05,2021-05-05,2021-05-15,990,Received,64.28
28144,144,1735,2025-03-28,2025-05-03,2025-05-07,224,Delayed,27.73
28145,120,535,2024-12-02,2024-12-18,2024-12-28,483,Received,26.3
28146,202,95,2022-11-25,2022-12-22,2022-12-31,334,Received,61.41
28147,88,131,2017-12-25,2018-01-14,NULL,262,Pending,59.8
28148,137,605,2022-05-14,2022-06-01,2022-06-06,125,Received,61.01
28149,247,1856,2018-06-13,2018-07-18,NULL,929,Pending,104.05
28150,76,1701,2017-10-09,2017-10-31,2017-10-31,251,Received,119.63
28151,94,530,2018-04-13,2018-05-21,2018-05-27,811,Received,82.61
28152,32,339,2024-02-27,2024-04-12,2024-04-11,254,Received,178.38
28153,106,1711,2019-03-01,2019-03-22,2019-03-22,607,Received,42.43
28154,121,456,2022-02-08,2022-03-11,2022-03-19,3663,Received,121.97
28155,86,987,2020-02-24,2020-03-14,2020-03-11,910,Received,48.48
28156,5,581,2026-05-15,2026-06-07,NULL,3131,Ordered,30.79
28157,75,1928,2023-04-06,2023-05-18,2023-05-23,4713,Received,75.44
28158,142,1484,2019-03-29,2019-04-27,NULL,693,Ordered,86.62
28159,57,41,2024-12-03,2025-01-01,2025-01-03,536,Received,22.57
28160,147,1546,2024-06-16,2024-07-20,2024-07-23,744,Received,23.23
28161,168,1947,2017-05-21,2017-07-03,2017-07-01,819,Received,35.7
28162,14,161,2022-07-31,2022-09-04,2022-09-13,787,Received,41.9
28163,152,1656,2026-04-24,2026-05-10,2026-05-11,1472,Received,12.85
